date,text
06-01-2020,mcafee catches heat after welshing on famous bitcoin bet
07-01-2020,market update  top cryptos face strong resistance ahead
08-01-2020,japanese firms sbi and gmo join the digital gold rush in texas
09-01-2020,this company sets out to prove crypto mining has a place in your home
10-01-2020,video games giant ubisoft is looking for blockchain startups to support
11-01-2020,court gives craig wright more time to await the mysterious bonded courier
12-01-2020,institutional and retail bitcoin futures demand continues to climb
13-01-2020,close to 11 million btc haven t moved in over a year
14-01-2020,market outlook  bullish trend sends crypto prices northwards
15-01-2020,indian supreme court hears in depth arguments against rbi ban
16-01-2020,4 bitcoin mixers for the privacy conscious
17-01-2020,new stablecoins commence a fresh assault on tether
18-01-2020,new guidelines subject canadian crypto exchanges to securities laws
19-01-2020,new bill in oklahoma proposes depository for cryptocurrencies used by government
20-01-2020,maduro opens crypto casino in venezuela
21-01-2020,rbi confirms crypto not banned in india
22-01-2020,6 bankers accused of earning  30m in bonuses from german fraud  tax lawyer out on  4m bail
23-01-2020,bch script meeting aims to enhance the programming language in bitcoin cash
24-01-2020,ecb keeps subzero interest rates and open ended qe worth  20b a month but launches policy review
25-01-2020,leading swiss stock exchange offers 12 crypto exchange traded products with one that shorts bitcoin
26-01-2020,dubai launching crypto valley in tax free zone
27-01-2020,heated debate continues over bitcoin cash infrastructure funding plan
28-01-2020,international crypto exchange liquid develops perpetual btc contracts with up to 100x leverage
29-01-2020,uphold app now lets users easily trade directly between over 60 cryptos  fiat currencies and metals
30-01-2020,swiss resort town zermatt accepts bitcoin for government services
31-01-2020,hierarchies of money  why you use bank money but the bank wants reserve currency
01-02-2020,jiang zhuoer restructures development funding proposal for bitcoin cash
02-02-2020,41 german banks now charge negative interest rates
03-02-2020,coronavirus outbreak forces chinese crypto asic manufacturers to delay orders
04-02-2020,us government auctioning off bitcoins worth  37 million in 2 weeks
05-02-2020,market update  bitcoin cash shines as crypto markets show bullish signals
06-02-2020,not just ebay  nyse owner intercontinental exchange pushes bakkt to retail with latest acquisition
07-02-2020,bitcoin etfs in japan  fsa explains new rules for funds investing in cryptos
08-02-2020,cryptocurrency futures and prediction markets show trump wins the us 2020 election
09-02-2020,how to use a u2f key to secure your crypto accounts
10-02-2020,bitcoin s  10k value pushed down by cme futures price gap
11-02-2020,trump views crypto a threat  proposes countermeasures in new budget
12-02-2020,altcoin season trending   link  xtz  bstx  hbar gain up to 120  in 24h
13-02-2020,bitcoin and cryptocurrency are  like a giant garbage dumpster   says minneapolis federal reserve president
14-02-2020,bch latam  creating a viral feedback loop for mass adoption with bitcoin cash
15-02-2020,btc s market share drops consecutively for 14 days   dominance ratio slides to 60
16-02-2020,us worried crypto could undermine dollar as world reserve currency  hiring researchers to prepare response
17-02-2020,bch funding debate    founder suggests 2 3 hash vote and 6 month evaluation
18-02-2020,voluntary financing  bitcoin cash devs reveal noncustodial funding app flipstarter
19-02-2020,market update  bitcoin halving hype  golden cross signals  and gbtc s 41  premium
20-02-2020,virgin galactic stock is skyrocketing  will take bitcoin to shoot you into space
21-02-2020,coronavirus quarantine controls and shipping delays impact bitcoin miners
22-02-2020,get ready for the bitcoin halving   here are 9 countdown clocks you can monitor
23-02-2020,cryptocurrency explained on the latest episode of the simpsons
24-02-2020,us develops cryptocurrency intelligence program targeting p2p sites  forums  darknet markets
25-02-2020,wielding the tools of liberty  exploring wendy mcelroy s latest book  the satoshi revolution
26-02-2020,raising  100k for cashfusion s security audit    matches donations to improve bch privacy
27-02-2020,uk s fca suspends epayments service   over  100m frozen and alleged onecoin connection
28-02-2020,a drop in replacement for abc    bch devs release bitcoin cash node software
29-02-2020,bitcartcc s merchant solution  developer builds self hosted btcpay alternative supporting bitcoin cash
01-03-2020,cryptocurrency could kill bank lending  warns bank of england deputy governor
02-03-2020,binance users in turkey can now deposit and withdraw try via akbank integration
03-03-2020,tron s steemit acquisition exposes delegated proof of stake centralization
04-03-2020,bitcoin lawsuit  lawyers accuse craig wright of forgery  can t locate former nchain ceo
05-03-2020,the algorithms that control the cryptocurrency market
06-03-2020,htc unveils privacy protecting 5g router  pundi x finalizes blockchain phone prototype
07-03-2020,south korea passes bill to regulate cryptocurrency in line with fatf standards
08-03-2020,who is satoshi nakamoto  an introduction to bitcoin s mysterious founder
09-03-2020,empow   decentralized  visually focused social network
10-03-2020,helps crypto traders avoid costly tax mistakes
11-03-2020,judge gives craig wright new deadline   citing forgery  perjured testimony in court
12-03-2020,market update  global economy jolts bitcoin  overall crypto cap loses  50b
13-03-2020,edward snowden  felt like buying bitcoin  while traders hunt for the market bottom
14-03-2020,market update  cryptocurrency market cap sheds  90b  margin calls spike  futures slide
15-03-2020,bitcoin cash meetups go virtual in japan to combat virus  allowing members to choose
16-03-2020,bitcoin reacts to fed s 0  rate drop  reserve requirements removed   700b in stimulus
17-03-2020,analysts question gold s safe haven status   2008 data shows central banks oversaturated bullion markets
18-03-2020,us cash crisis  withdrawal limits spark bank run fear
19-03-2020,maduro orders venezuelan bank closures amid coronavirus scare
20-03-2020,market update  bulls return  120 million tethers minted  bitcoin halving looms
21-03-2020,us real estate in jeopardy   analysts predict housing market crash to 29 year lows
22-03-2020,minting basic income   us lawmaker asks treasury to issue two  1 trillion coins with no debt
23-03-2020,coindeal token   a wide range of earning possibilities
24-03-2020,notdying4wallstreet   twitter trends show people are fed up with wall street  banks and oligarchs
25-03-2020,world s largest banks losing stock value during weeks marked by pandemic
26-03-2020,what bitcoin did    scanning the hottest cryptocurrency keywords and google searches
27-03-2020,bitcoin miners are selling coins faster than they can generate them
28-03-2020,trump signs largest relief bill in us history  when will americans get stimulus checks
29-03-2020,porn industry thrives during lockdown   these sites are cryptocurrency friendly
30-03-2020,bitcoin mining roundup  btc regains 100 exahash  miners close shop  pre halving shake up
31-03-2020,us mortgage industry could collapse as housing crisis looms  experts say
01-04-2020,the many facts pointing to wei dai being satoshi
02-04-2020,tiger king s archnemesis big cat rescue accepts bitcoin
03-04-2020,homeowners can t pay  us lenders prepare for catastrophic real estate market
04-04-2020,evidence shows politicians and wall street ceos expected the market crash well before covid 19
05-04-2020,ico crackdown  11 class action lawsuits filed against cryptocurrency companies
06-04-2020,2 american banks have failed since coronavirus started spreading in the us
07-04-2020,market update  traders  buck the trend  pushing crypto market cap above  200 billion
08-04-2020,novogratz  we have money printing orgy going on  amazing environment to buy bitcoin
